what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1299130686321
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.select.lineEnd",1299130697118
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1299130712242
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1299130750826
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1299130773782
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1299130814001
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.select.lineEnd",1299130822299
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1299130832765
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1299130877175
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.select.lineEnd",1299130886163
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1299130903978
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1299130949725
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.select.lineEnd",1299130964676
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1299130984062
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1299130986987
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1299130991568
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1299131002944
activated,editor,net.sourceforge.texlipse,1.4.0,"net.sourceforge.texlipse.TexEditor",1299131011345
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1299131022439
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1299131028405
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1299131061401
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1299131065009
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1299131069725
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1299131075139
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1299131079555
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1299131082326
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1299131119884
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1299131164439
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1299131176697
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1299131204254
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1299131213217
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1299131218293
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1299131230702
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1299131236570
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1299131245257
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1299131252785
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1299131267727
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1299131345494
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1299131353342
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1299131357379
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1299131374531
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1299131378842
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1299131389467
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1299131393687
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1299131399678
